CATEGORIES,Price_Type,Value_Type,MonthNum,Year,Month_Name,Date,Sales_R_Millions
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2014,July,2014-07-01,12050
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2014,August,2014-08-01,11609
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2014,September,2014-09-01,11539
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2014,October,2014-10-01,11811
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2014,November,2014-11-01,11605
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2014,December,2014-12-01,11618
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2015,January,2015-01-01,12145
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2015,February,2015-02-01,12024
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2015,March,2015-03-01,11876
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2015,April,2015-04-01,12216
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2015,May,2015-05-01,11768
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2015,June,2015-06-01,12113
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2015,July,2015-07-01,12326
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2015,August,2015-08-01,12332
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2015,September,2015-09-01,12510
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2015,October,2015-10-01,12281
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2015,November,2015-11-01,12322
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2015,December,2015-12-01,12575
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2016,January,2016-01-01,12582
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2016,February,2016-02-01,12525
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2016,March,2016-03-01,12668
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2016,April,2016-04-01,12479
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2016,May,2016-05-01,12563
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2016,June,2016-06-01,12553
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2016,July,2016-07-01,12708
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2016,August,2016-08-01,12488
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2016,September,2016-09-01,12347
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2016,October,2016-10-01,12310
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2016,November,2016-11-01,12259
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2016,December,2016-12-01,13207
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2017,January,2017-01-01,12347
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2017,February,2017-02-01,11879
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2017,March,2017-03-01,12432
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2017,April,2017-04-01,12554
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2017,May,2017-05-01,12811
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2017,June,2017-06-01,13122
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2017,July,2017-07-01,12880
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2017,August,2017-08-01,13145
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2017,September,2017-09-01,13327
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2017,October,2017-10-01,13484
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2017,November,2017-11-01,13626
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2017,December,2017-12-01,13967
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2018,January,2018-01-01,13166
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2018,February,2018-02-01,12776
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2018,March,2018-03-01,13209
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2018,April,2018-04-01,13182
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2018,May,2018-05-01,13501
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2018,June,2018-06-01,13109
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2018,July,2018-07-01,13835
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2018,August,2018-08-01,13882
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2018,September,2018-09-01,13534
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2018,October,2018-10-01,13673
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2018,November,2018-11-01,14023
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2018,December,2018-12-01,13701
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2019,January,2019-01-01,13637
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2019,February,2019-02-01,13522
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2019,March,2019-03-01,13279
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2019,April,2019-04-01,13677
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2019,May,2019-05-01,13356
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2019,June,2019-06-01,13868
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2019,July,2019-07-01,14255
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2019,August,2019-08-01,13961
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2019,September,2019-09-01,14107
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2019,October,2019-10-01,13942
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2019,November,2019-11-01,13990
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2019,December,2019-12-01,13930
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2020,January,2020-01-01,13744
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2020,February,2020-02-01,13489
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2020,March,2020-03-01,11329
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2020,April,2020-04-01,764
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2020,May,2020-05-01,13715
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2020,June,2020-06-01,13266
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2020,July,2020-07-01,12663
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2020,August,2020-08-01,13174
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2020,September,2020-09-01,13223
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,10,2020,October,2020-10-01,13822
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,11,2020,November,2020-11-01,13531
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,12,2020,December,2020-12-01,13324
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,1,2021,January,2021-01-01,13942
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,2,2021,February,2021-02-01,15390
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,3,2021,March,2021-03-01,14114
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,4,2021,April,2021-04-01,14074
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,5,2021,May,2021-05-01,15469
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,6,2021,June,2021-06-01,14339
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,7,2021,July,2021-07-01,13124
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,8,2021,August,2021-08-01,14356
"Retailers in textiles,clothing,footwear and leather goods",At constant prices,Seasonally adjusted values,9,2021,September,2021-09-01,14846
